symbol,name,exchange,gatewayName,productClass,size,priceTick,longMarginRatio,shortMarginRatio
au1708,黄金1708,SHFE,CTP,期货,1000,0.05,0.1,0.1
au1709,黄金1709,SHFE,CTP,期货,1000,0.05,0.06,0.06
m1712-C-3200,m1712-C-3200,DCE,CTP,期权,10,0.5,0.0,0.0
FG802,玻璃802,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
SPD PM709&PM711,跨期套利-PM709/PM711,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD SM709&SM802,跨期套利-SM709/SM802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM709&SM803,跨期套利-SM709/SM803,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM709&SM804,跨期套利-SM709/SM804,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM709&SM805,跨期套利-SM709/SM805,CZCE,CTP,组合,1,2.0,0.0,0.0
au1706,黄金1706,SHFE,CTP,期货,1000,0.05,0.08,0.08
FG805,玻璃805,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
SR801C5700,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
a1809,黄大豆1号1809,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
m1805-P-3100,m1805-P-3100,DCE,CTP,期权,10,0.5,0.0,0.0
a1803,黄大豆1号1803,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
SPD MA802&MA804,跨期套利-MA802/MA804,CZCE,CTP,组合,1,1.0,0.0,0.0
SR811C6400,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
a1807,黄大豆1号1807,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
a1805,黄大豆1号1805,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
SPD CF711&CF805,跨期套利-CF711/CF805,CZCE,CTP,组合,1,5.0,0.0,0.0
SPD CF711&CF803,跨期套利-CF711/CF803,CZCE,CTP,组合,1,5.0,0.0,0.0
SPD CF711&CF801,跨期套利-CF711/CF801,CZCE,CTP,组合,1,5.0,0.0,0.0
FG707,玻璃707,CZCE,CTP,期货,20,1.0,0.2,0.2
au1802P75,au1802P75,INE,CTP,期权,1000,0.01,,
SPC i1805&j1801,SPC i1805&j1801,DCE,CTP,组合,0,0.5,0.0,0.0
au1802P70,au1802P70,INE,CTP,期权,1000,0.01,,
cu1707P41500,cu1707P41500,INE,CTP,期权,5,1.0,,
SR711C6300,白糖711买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1707P34000,cu1707P34000,INE,CTP,期权,5,1.0,,
SR801C6900,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD LR709&LR805,跨期套利-LR709/LR805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPC a1711&m1707,SPC a1711&m1707,DCE,CTP,组合,0,1.0,0.0,0.0
SPC a1711&m1705,SPC a1711&m1705,DCE,CTP,组合,0,1.0,0.0,0.0
SR811P6400,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPC a1711&m1701,SPC a1711&m1701,DCE,CTP,组合,0,1.0,0.0,0.0
ni1802,镍1802,SHFE,CTP,期货,1,10.0,0.08,0.08
SPD RS707&RS709,跨期套利-RS707/RS709,CZCE,CTP,组合,1,1.0,0.0,0.0
m1711-C-2450,m1711-C-2450,DCE,CTP,期权,10,0.5,0.0,0.0
SPD TA707&TA806,跨期套利-TA707/TA806,CZCE,CTP,组合,1,2.0,0.0,0.0
SP a1707&a1801,SP a1707&a1801,DCE,CTP,组合,0,1.0,0.0,0.0
SPD TA707&TA804,跨期套利-TA707/TA804,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA707&TA805,跨期套利-TA707/TA805,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA707&TA802,跨期套利-TA707/TA802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA707&TA803,跨期套利-TA707/TA803,CZCE,CTP,组合,1,2.0,0.0,0.0
bu1707,石油沥青1707,SHFE,CTP,期货,10,2.0,0.15,0.15
SPD TA707&TA801,跨期套利-TA707/TA801,CZCE,CTP,组合,1,2.0,0.0,0.0
bu1709,石油沥青1709,SHFE,CTP,期货,10,2.0,0.08,0.08
bu1708,石油沥青1708,SHFE,CTP,期货,10,2.0,0.1,0.1
cu1708P38500,cu1708P38500,INE,CTP,期权,5,1.0,,
SPD TA708&TA709,跨期套利-TA708/TA709,CZCE,CTP,组合,1,2.0,0.0,0.0
SPC a1801&m1709,SPC a1801&m1709,DCE,CTP,组合,0,1.0,0.0,0.0
SPC a1801&m1708,SPC a1801&m1708,DCE,CTP,组合,0,1.0,0.0,0.0
SPC a1801&m1707,SPC a1801&m1707,DCE,CTP,组合,0,1.0,0.0,0.0
SP a1803&a1805,SP a1803&a1805,DCE,CTP,组合,0,1.0,0.0,0.0
m1711-P-2850,m1711-P-2850,DCE,CTP,期权,10,0.5,0.0,0.0
IC1712,中证500指数1712,CFFEX,CTP,期货,200,0.2,0.3,0.3
SR801C5800,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
ZC710,动力煤710,CZCE,CTP,期货,100,0.2,0.08,0.08
SPD SR805&SR807,跨期套利-SR805/SR807,CZCE,CTP,组合,1,1.0,0.0,0.0
m1709-C-2550,m1709-C-2550,DCE,CTP,期权,10,0.5,0.0,0.0
m1803-C-2400,m1803-C-2400,DCE,CTP,期权,10,0.5,0.0,0.0
au1707C55,au1707C55,INE,CTP,期权,1000,0.01,,
SR809P7200,白糖809卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
au1707C50,au1707C50,INE,CTP,期权,1000,0.01,,
SPD SR707&SR811,跨期套利-SR707/SR811,CZCE,CTP,组合,1,1.0,0.0,0.0
SP jd1710&jd1805,SP jd1710&jd1805,DCE,CTP,组合,0,1.0,0.0,0.0
bu1706,沥青1706,SHFE,CTP,期货,10,2.0,0.1,0.1
ru1707,天然橡胶1707,SHFE,CTP,期货,10,5.0,0.15,0.15
ru1706,天然橡胶1706,SHFE,CTP,期货,10,5.0,0.1,0.1
ru1709,天然橡胶1709,SHFE,CTP,期货,10,5.0,0.12,0.12
ru1708,天然橡胶1708,SHFE,CTP,期货,10,5.0,0.1,0.1
sc1903,原油1903,INE,CTP,期货,1000,0.1,0.05,0.05
SR711C7300,白糖711买权,CZCE,CTP,期权,10,0.5,0.0,0.0
sc1906,原油1906,INE,CTP,期货,1000,0.1,0.05,0.05
SPD JR707&JR709,跨期套利-JR707/JR709,CZCE,CTP,组合,1,1.0,0.0,0.0
sc1909,原油1909,INE,CTP,期货,1000,0.1,0.05,0.05
m1709-P-2400,m1709-P-2400,DCE,CTP,期权,10,0.5,0.0,0.0
SR811P7200,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1710P42000,cu1710P42000,INE,CTP,期权,5,1.0,,
cu1707P32500,cu1707P32500,INE,CTP,期权,5,1.0,,
cu1710P46000,cu1710P46000,INE,CTP,期权,5,1.0,,
